city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
Prague,4.9,2.7,23,private,2,1,1,0,peak,0,0.84,0,0,0,1,0,0,4,128,shared,56.22
Milan,7.4,2.6,15,dorm,12,0,1,0,shoulder,1,0.78,24,0,0,0,0,1,6,235,private,14.16
Paris,7.2,2.8,29,private,2,1,1,0,low,1,0.61,13,1,0,0,0,0,6,163,private,45.6
Prague,1.2,3.7,62,private,2,0,1,1,low,0,0.58,3,1,1,1,1,1,5,105,private,47.54
Milan,5.6,4.2,297,dorm,12,1,1,1,peak,0,0.82,18,1,1,1,1,1,3,142,private,25.6
Brussels,3.0,2.8,55,private,2,1,1,1,peak,1,0.86,19,0,1,1,1,0,6,126,private,99.42
Lisbon,6.0,4.0,149,private,1,1,1,0,peak,1,0.84,5,0,1,0,0,0,3,118,private,87.87
Madrid,4.1,3.0,42,private,1,0,1,0,peak,1,0.85,5,1,1,1,1,0,6,185,shared,100.85
Vienna,1.2,3.8,130,dorm,8,1,1,0,peak,0,0.88,13,1,1,1,1,0,4,211,private,36.68
Paris,0.2,2.8,84,dorm,6,1,1,1,shoulder,0,0.78,28,0,1,0,1,0,2,147,private,29.77
London,2.5,3.8,66,private,1,1,1,0,low,0,0.58,10,1,0,1,1,0,4,140,shared,79.39
Stockholm,4.5,3.0,88,dorm,10,1,1,1,shoulder,1,0.77,1,1,1,0,1,1,6,207,private,38.32
London,1.1,4.1,129,private,1,1,1,1,shoulder,1,0.57,10,0,1,0,1,0,6,153,shared,104.81
Milan,0.3,3.5,137,private,1,1,1,0,peak,1,0.77,30,0,1,1,1,1,2,103,shared,125.95
Budapest,7.9,4.0,97,private,2,1,1,1,low,1,0.51,24,1,1,0,1,0,2,178,private,31.24
Berlin,5.4,3.4,90,dorm,8,0,1,1,shoulder,1,0.78,12,0,0,1,1,0,2,127,shared,22.69
Barcelona,2.6,3.4,41,dorm,10,1,1,0,peak,0,0.85,28,0,1,1,1,0,5,217,shared,24.4
Brussels,1.8,4.4,177,private,2,1,1,1,shoulder,0,0.61,12,0,1,1,1,0,1,173,private,68.87
Milan,4.7,4.3,261,dorm,8,1,1,0,shoulder,1,0.7,24,0,0,0,0,0,6,200,shared,28.0
Lisbon,1.3,3.8,53,private,2,0,1,1,peak,0,0.86,28,1,0,1,1,0,2,118,shared,75.11
Milan,5.1,4.2,242,dorm,12,0,1,1,shoulder,1,0.72,12,1,1,1,0,1,5,227,shared,24.85
Oslo,6.7,3.6,118,private,1,1,1,1,low,0,0.39,12,1,1,1,1,0,1,145,private,75.89
Amsterdam,5.3,4.9,210,dorm,12,1,1,0,low,0,0.49,6,0,1,1,1,0,3,138,private,20.18
Lisbon,0.7,4.5,157,private,1,0,1,0,shoulder,1,0.58,26,1,1,0,1,0,5,182,shared,88.11
London,2.7,4.7,335,private,2,0,1,1,low,1,0.47,30,1,0,1,1,0,2,127,private,48.59
Athens,6.5,3.4,50,private,1,1,1,0,peak,0,0.94,19,0,0,1,1,0,6,132,shared,71.42
Copenhagen,0.8,4.8,441,private,2,1,1,1,shoulder,0,0.71,23,0,0,1,1,1,2,183,private,88.89
Helsinki,4.4,3.3,57,dorm,6,1,1,0,low,0,0.57,6,1,1,1,1,0,5,149,private,24.11
Warsaw,1.2,3.4,90,private,1,1,1,0,peak,0,0.96,20,0,0,1,1,0,3,187,private,77.44
Brussels,5.3,3.4,37,dorm,10,0,1,0,shoulder,0,0.77,5,1,1,0,1,0,5,244,shared,26.94
Prague,1.3,3.7,117,dorm,12,0,1,1,low,0,0.43,17,0,1,1,0,0,3,176,shared,15.22
Barcelona,7.9,3.5,59,dorm,4,0,1,0,low,1,0.47,18,0,0,0,0,0,5,161,private,14.79
Lisbon,5.8,4.8,273,private,2,1,1,1,shoulder,0,0.63,9,0,0,1,1,0,4,187,private,45.64
Lisbon,6.7,4.5,296,dorm,10,1,1,0,peak,0,0.85,22,0,1,0,1,1,1,214,private,20.85
Copenhagen,6.8,4.3,251,private,2,1,1,1,low,0,0.66,18,1,1,1,0,0,4,189,private,62.02
Prague,5.7,4.8,392,dorm,10,1,1,1,low,0,0.46,30,1,1,1,1,0,5,157,private,12.94
Brussels,4.0,4.9,251,private,1,0,1,1,peak,0,0.78,15,0,0,1,1,1,1,118,shared,101.72
Lisbon,1.4,3.7,145,dorm,10,1,1,0,low,0,0.54,1,1,1,1,0,0,6,217,private,19.19
Athens,5.0,4.2,242,dorm,12,1,1,1,peak,1,0.76,10,1,1,1,1,0,2,224,private,30.01
Milan,3.0,2.7,19,dorm,12,1,1,0,peak,1,0.96,27,1,0,1,0,0,3,159,private,35.33
Oslo,1.6,3.2,64,dorm,12,1,1,0,low,0,0.36,8,1,1,0,0,0,2,233,shared,22.55
Vienna,4.1,4.6,376,private,1,1,1,1,peak,0,0.99,10,0,1,1,1,1,6,127,private,102.43
Athens,0.9,2.8,78,dorm,10,0,1,0,shoulder,0,0.55,9,1,0,1,1,1,3,231,shared,22.64
Rome,2.8,3.2,89,private,2,0,1,0,low,0,0.45,20,1,0,1,1,0,3,121,shared,42.06
Helsinki,4.8,3.5,75,dorm,12,1,1,1,shoulder,0,0.6,1,1,1,0,0,1,6,199,shared,25.7
Copenhagen,2.6,4.7,158,dorm,6,1,1,1,peak,0,0.99,16,1,1,1,1,0,6,225,shared,45.84
Budapest,3.1,4.9,413,private,1,0,1,1,peak,1,0.83,19,0,1,1,1,1,4,158,private,90.99
Paris,5.1,4.3,97,dorm,4,0,1,0,shoulder,0,0.62,10,0,0,1,0,0,2,141,private,28.57
Amsterdam,3.4,3.6,104,dorm,4,1,1,0,shoulder,0,0.74,22,0,0,1,1,0,3,196,private,31.74
Athens,7.7,4.3,258,dorm,4,1,1,1,shoulder,0,0.75,27,0,0,1,1,1,3,237,private,16.81
Oslo,1.6,4.5,163,dorm,4,1,1,1,shoulder,0,0.57,15,0,0,1,1,0,4,212,private,34.19
Copenhagen,1.5,4.1,235,private,2,0,1,1,shoulder,0,0.67,5,1,0,1,0,1,1,136,shared,83.5
Amsterdam,3.2,2.6,82,private,2,0,1,1,shoulder,0,0.53,12,0,0,0,0,1,6,181,shared,48.36
Barcelona,7.6,3.3,69,private,1,1,1,0,low,1,0.39,25,1,0,1,1,0,6,146,shared,50.93
Vienna,7.8,3.4,71,dorm,4,0,1,0,low,1,0.53,14,0,1,0,0,1,2,198,private,20.26
Dublin,3.3,3.5,98,private,1,1,1,1,low,0,0.52,15,0,1,1,1,0,3,107,private,74.78
Brussels,3.7,2.6,71,private,1,1,1,0,low,1,0.51,30,0,1,0,1,0,5,115,shared,63.93
Brussels,1.6,3.1,35,private,2,0,1,0,shoulder,1,0.71,10,0,1,1,0,1,5,153,shared,89.3
Stockholm,5.5,4.1,160,private,2,1,1,1,peak,0,0.77,19,1,0,1,1,1,4,163,private,90.43
Lisbon,5.9,3.0,97,dorm,10,1,1,0,low,0,0.54,6,0,0,0,0,1,3,190,private,13.48
Stockholm,7.5,4.2,88,dorm,10,0,1,1,shoulder,1,0.78,30,1,0,1,1,1,1,204,shared,19.48
Copenhagen,7.7,4.3,149,dorm,12,1,1,1,shoulder,1,0.74,21,0,0,1,1,0,2,142,private,22.46
Barcelona,0.9,2.8,50,private,2,0,1,0,shoulder,1,0.61,30,1,1,1,0,0,3,131,private,51.69
Copenhagen,7.1,4.2,125,dorm,6,0,1,0,low,0,0.35,27,0,0,1,1,1,6,196,shared,15.91
Madrid,5.2,2.7,47,dorm,8,0,1,0,low,0,0.38,15,0,0,1,0,1,6,161,private,13.92
Copenhagen,0.6,2.6,64,dorm,6,1,1,0,low,1,0.5,15,0,0,1,1,0,1,150,shared,32.52
Budapest,5.0,3.9,69,private,2,0,1,1,peak,1,0.92,7,0,1,1,1,1,5,142,private,71.44
Stockholm,2.8,3.6,133,dorm,12,0,1,0,shoulder,0,0.56,26,1,0,1,1,0,3,171,private,20.09
Paris,6.1,5.0,308,dorm,8,1,1,0,peak,1,0.78,5,1,0,0,1,0,5,200,shared,47.5
Prague,1.1,5.0,480,private,1,1,1,0,shoulder,1,0.67,8,0,1,1,1,0,3,122,shared,88.97
Warsaw,3.7,3.3,87,dorm,6,0,1,0,low,0,0.52,12,0,0,1,1,0,1,227,private,16.7
Paris,0.3,3.9,130,dorm,12,0,1,1,low,1,0.69,20,1,0,1,1,0,5,202,private,28.28
Brussels,7.9,2.9,73,private,1,0,1,0,peak,0,0.76,25,0,0,1,0,0,3,153,private,61.88
Oslo,4.0,4.2,194,dorm,12,1,1,1,low,1,0.61,5,0,1,1,1,1,6,241,shared,34.23
Paris,2.0,4.8,434,private,2,1,1,1,shoulder,0,0.61,13,1,0,1,0,0,2,164,private,77.06
Budapest,0.8,3.7,30,dorm,8,0,1,0,low,1,0.6,6,1,0,1,1,0,5,209,private,25.12
Barcelona,0.8,4.8,266,private,2,1,1,0,peak,0,0.78,0,1,1,1,1,1,6,156,shared,119.97
Warsaw,6.0,4.7,333,private,2,0,1,1,peak,1,0.95,6,1,1,1,1,0,4,183,private,84.5
Vienna,7.2,2.6,72,dorm,4,1,1,1,peak,1,0.9,27,0,1,0,0,1,5,211,shared,28.44
Budapest,7.9,4.6,249,private,2,1,1,1,low,1,0.54,7,0,0,1,0,0,1,149,private,35.43
Berlin,2.8,3.1,13,dorm,10,0,1,0,low,0,0.38,0,1,1,0,1,1,3,231,shared,16.83
London,4.4,2.6,57,dorm,8,0,1,0,low,1,0.36,6,0,0,1,1,0,6,184,private,22.8
Vienna,5.7,4.1,159,dorm,12,1,1,1,peak,0,0.73,0,1,0,1,1,1,3,243,private,23.5
Budapest,4.7,3.7,54,dorm,10,0,1,0,low,1,0.48,24,1,0,0,1,1,3,244,shared,12.0
Helsinki,3.5,4.3,249,private,2,0,1,0,peak,1,0.89,25,0,0,1,0,0,1,173,private,106.17
Vienna,1.4,4.2,257,dorm,12,1,1,1,peak,0,0.8,1,1,0,1,1,1,4,150,shared,30.0
London,0.6,3.0,17,private,2,0,1,0,shoulder,0,0.78,21,0,0,1,0,0,5,163,shared,66.82
Rome,0.8,3.3,60,private,1,1,1,0,shoulder,1,0.75,1,0,1,1,1,1,6,154,shared,101.99
Stockholm,3.6,2.7,15,dorm,10,1,1,1,shoulder,0,0.75,26,1,0,1,0,0,6,169,shared,19.33
Paris,6.8,4.4,194,dorm,12,0,1,0,low,1,0.38,11,1,1,1,1,0,1,239,private,20.19
Athens,6.6,3.4,79,private,2,0,1,0,shoulder,1,0.78,22,0,1,1,0,0,1,169,private,39.35
Amsterdam,0.2,4.0,171,dorm,10,0,1,0,low,1,0.67,13,0,0,0,1,0,4,207,private,28.41
Berlin,6.7,5.0,473,private,1,1,1,1,peak,0,0.77,27,0,0,1,1,0,5,198,shared,67.78
Copenhagen,3.5,3.1,75,dorm,10,1,1,0,low,1,0.38,28,1,1,1,0,0,6,157,shared,18.68
Dublin,7.4,4.8,242,dorm,4,1,1,1,shoulder,1,0.75,0,1,0,1,1,1,5,163,shared,38.77
Amsterdam,7.0,3.9,125,dorm,10,0,1,0,peak,0,0.87,22,1,0,1,1,1,4,207,private,22.53
Vienna,7.4,3.7,142,private,2,0,1,1,low,1,0.49,5,1,1,1,1,0,3,104,private,57.74
Brussels,6.3,4.1,90,private,2,1,1,1,shoulder,1,0.67,0,1,1,1,0,0,4,184,private,77.31
Budapest,0.1,3.0,51,dorm,6,0,1,1,shoulder,0,0.58,14,1,0,1,0,0,2,161,private,16.98
Copenhagen,3.0,4.5,457,dorm,12,1,1,1,low,1,0.62,14,0,0,1,1,0,6,155,private,26.96
Amsterdam,3.2,3.5,78,private,2,0,1,0,shoulder,1,0.74,10,1,0,1,0,0,3,149,shared,70.91
Paris,1.6,3.9,139,dorm,10,1,1,0,shoulder,1,0.56,4,0,1,1,1,1,6,183,shared,34.57
London,4.2,3.7,78,private,1,0,1,0,low,1,0.3,0,1,1,1,0,0,6,133,private,74.51
Copenhagen,0.8,4.1,107,private,2,1,1,0,shoulder,1,0.75,4,0,0,0,1,0,5,100,private,126.54
Warsaw,1.8,4.3,145,private,1,1,1,1,shoulder,0,0.66,25,0,0,1,0,0,2,160,private,51.45
Warsaw,1.5,4.8,269,dorm,12,0,1,0,shoulder,0,0.54,21,1,0,1,1,0,1,146,shared,19.3
London,1.9,4.0,171,dorm,10,1,1,0,shoulder,0,0.58,5,0,1,1,1,0,1,202,shared,25.89
Berlin,5.7,3.4,8,private,2,0,1,0,low,1,0.49,10,0,1,1,1,0,2,159,shared,46.21
Barcelona,0.6,3.7,91,dorm,6,1,1,0,low,0,0.62,19,0,0,0,0,1,2,207,shared,21.19
Warsaw,6.5,4.3,249,dorm,4,1,1,0,shoulder,1,0.73,20,1,0,1,0,1,6,145,shared,21.98
Paris,1.3,2.8,15,private,2,0,1,0,low,1,0.65,16,0,0,1,1,0,6,141,private,79.55
Lisbon,5.1,4.3,110,dorm,8,1,1,0,low,1,0.38,25,1,0,0,0,0,4,170,private,15.51
Amsterdam,5.9,3.9,51,dorm,10,1,1,0,low,0,0.59,16,1,1,1,1,0,5,239,private,22.28
Amsterdam,0.6,3.6,108,private,1,1,1,1,peak,0,0.91,6,1,1,0,1,1,3,193,private,141.68
Athens,6.5,3.4,49,dorm,12,1,1,1,peak,0,0.79,11,0,1,1,0,0,6,133,shared,17.36
Lisbon,2.5,4.5,384,dorm,4,1,1,1,peak,1,0.86,19,0,1,0,0,0,2,191,private,43.14
Budapest,4.0,3.9,109,private,1,1,1,1,peak,1,0.7,0,1,0,0,1,1,3,167,shared,104.57
Amsterdam,0.8,3.2,86,private,2,0,1,1,low,0,0.49,28,1,0,0,0,0,6,152,shared,44.26
Milan,4.7,4.8,357,private,1,1,1,1,low,0,0.37,8,1,1,1,1,0,1,185,shared,79.99
Copenhagen,4.3,4.8,482,private,2,0,1,0,low,0,0.47,16,1,0,0,0,1,4,180,shared,50.95
Athens,7.4,3.2,9,private,2,0,1,0,shoulder,0,0.79,25,1,0,1,1,1,3,137,private,37.29
Stockholm,5.5,3.7,127,private,2,0,1,1,shoulder,1,0.62,30,0,0,1,1,0,5,190,shared,55.82
Amsterdam,1.6,4.2,108,private,1,1,1,1,low,0,0.41,24,1,1,1,1,0,1,137,private,67.99
Vienna,1.1,4.0,123,dorm,12,1,1,0,peak,1,0.81,10,1,1,1,0,0,1,180,shared,38.13
Prague,5.1,4.4,255,private,2,1,1,1,shoulder,0,0.64,3,1,0,1,1,0,4,158,shared,45.19
Paris,6.1,3.7,107,private,2,1,1,0,peak,0,0.86,27,0,0,1,1,0,3,151,private,69.01
Budapest,6.8,4.5,213,dorm,12,1,1,1,peak,1,0.75,1,1,1,1,1,1,2,140,private,27.61
Warsaw,6.0,2.7,64,dorm,4,0,1,1,shoulder,1,0.71,20,0,0,0,1,0,6,182,shared,16.15
Brussels,2.3,3.6,100,private,1,0,1,1,shoulder,0,0.8,12,1,0,1,1,0,6,102,private,94.0
Oslo,0.7,2.6,7,dorm,12,0,1,1,shoulder,1,0.78,12,0,1,0,1,1,3,180,private,38.0
Athens,2.0,4.2,292,private,2,1,1,1,peak,1,0.79,3,1,0,1,1,0,5,118,private,87.63
Copenhagen,4.3,4.3,145,private,1,0,1,1,shoulder,0,0.55,18,1,1,0,0,0,1,172,private,76.49
Paris,2.0,4.6,287,private,1,1,1,0,low,0,0.68,28,0,0,1,1,0,6,175,shared,77.04
Brussels,2.5,2.7,74,private,1,1,1,0,shoulder,1,0.61,26,0,0,1,0,0,6,119,private,87.3
London,7.2,3.2,7,dorm,8,1,1,0,low,1,0.55,5,1,1,1,0,0,4,142,shared,23.5
Rome,5.4,2.6,87,private,1,1,1,0,low,1,0.59,11,0,1,0,0,0,5,104,shared,65.74
Oslo,6.0,4.3,221,private,1,0,1,0,peak,0,0.83,16,1,0,1,1,0,1,120,private,97.18
Athens,6.9,4.3,243,private,1,1,1,1,low,1,0.6,4,0,0,1,0,0,2,143,shared,52.51
Madrid,3.4,4.2,158,private,1,0,1,1,peak,1,0.92,22,0,0,0,1,0,3,132,private,107.77
Athens,5.0,4.6,355,dorm,6,0,1,0,low,1,0.46,23,0,0,1,1,0,5,240,private,17.16
Helsinki,1.2,2.7,100,private,2,1,1,0,shoulder,0,0.78,16,0,1,0,1,0,6,200,private,65.76
Athens,5.9,2.6,18,dorm,4,0,1,0,peak,1,0.8,10,0,1,0,0,0,5,217,private,25.79
Oslo,5.1,4.3,167,private,2,0,1,1,low,0,0.5,22,1,1,0,1,0,2,173,shared,47.8
London,2.4,4.3,154,dorm,8,1,1,1,peak,0,0.96,9,1,1,1,1,0,4,130,private,41.18
Vienna,1.4,2.6,5,dorm,12,0,1,1,shoulder,0,0.62,9,1,1,0,1,0,6,182,shared,23.13
Milan,1.3,3.0,38,private,2,0,1,0,shoulder,1,0.72,4,1,0,1,0,0,1,167,private,86.47
Rome,7.8,4.4,256,private,1,1,1,1,shoulder,1,0.69,23,0,0,1,1,0,3,169,private,66.21
Paris,3.4,4.3,219,private,1,1,1,1,peak,1,0.94,0,1,1,1,1,1,4,127,private,181.95
Dublin,2.2,3.5,140,private,1,1,1,0,peak,0,0.91,23,0,0,0,1,1,3,162,private,111.47
Prague,0.2,3.6,123,private,1,0,1,0,peak,0,0.81,9,1,0,1,1,0,1,150,shared,107.74
London,0.4,3.6,129,private,1,1,1,0,low,1,0.56,30,0,0,0,1,1,4,160,private,62.94
Lisbon,0.2,4.2,282,private,1,0,1,0,peak,0,0.75,17,0,0,1,1,1,1,163,private,96.25
Stockholm,0.9,4.4,92,private,2,1,1,1,peak,1,0.79,30,1,0,0,1,0,2,200,private,116.98
Madrid,6.6,3.3,26,private,2,0,1,1,shoulder,0,0.66,28,0,0,1,0,0,3,114,private,37.23
Paris,2.5,3.1,42,private,2,1,1,0,peak,0,0.99,14,1,0,0,0,0,2,179,private,87.39
Oslo,1.9,4.0,112,private,1,1,1,1,low,0,0.52,12,1,0,1,1,0,5,135,private,84.18
Barcelona,6.7,2.9,88,private,2,0,1,1,low,0,0.43,13,0,1,1,1,1,6,155,shared,38.25
Warsaw,6.7,3.3,6,dorm,10,0,1,1,peak,1,0.8,5,0,1,1,1,1,4,140,private,23.55
Paris,7.8,3.7,112,private,2,1,1,1,low,1,0.63,1,0,1,0,1,0,1,171,shared,55.51
Milan,5.0,3.7,150,private,1,1,1,1,peak,1,0.99,20,0,0,1,1,0,4,163,shared,129.58
Madrid,2.3,3.9,113,private,2,1,1,0,low,0,0.51,21,0,1,0,1,0,6,170,private,39.97
Brussels,4.6,3.8,63,private,2,1,1,0,peak,1,0.74,0,0,0,0,0,0,2,166,private,106.34
Athens,4.1,3.7,125,dorm,12,1,1,0,peak,0,0.75,0,1,1,0,1,0,5,239,private,22.44
Helsinki,0.8,3.7,73,private,1,0,1,0,low,1,0.36,3,1,0,1,1,1,4,139,private,104.74
Athens,2.0,5.0,449,private,2,1,1,0,peak,0,0.88,9,1,1,1,0,1,1,187,private,98.57
Oslo,7.5,3.1,62,dorm,12,0,1,1,shoulder,1,0.64,30,1,0,1,1,1,5,144,shared,20.22
Lisbon,0.4,3.4,100,dorm,12,1,1,1,low,0,0.41,10,0,0,1,1,0,6,148,private,19.62
Barcelona,3.0,3.7,85,dorm,8,1,1,0,low,1,0.49,25,1,1,1,0,0,5,153,shared,24.82
Rome,3.6,4.2,274,private,2,1,1,0,peak,0,0.91,29,0,1,1,0,0,4,176,shared,57.95
Stockholm,1.8,4.7,192,dorm,12,1,1,0,shoulder,1,0.69,19,1,1,1,0,1,6,202,private,32.81
Athens,4.0,2.6,17,private,2,0,1,0,low,0,0.66,24,1,0,1,0,0,3,100,private,32.64
Athens,6.9,3.8,149,private,1,0,1,1,low,0,0.53,28,1,0,0,1,0,1,190,private,40.67
Helsinki,6.0,4.3,103,private,1,0,1,1,shoulder,1,0.65,9,1,1,1,1,0,3,147,shared,90.26
Vienna,6.2,3.2,48,dorm,10,0,1,0,peak,0,0.77,0,0,0,0,1,0,6,217,shared,21.16
Warsaw,1.8,4.4,130,dorm,4,0,1,1,peak,0,0.85,12,1,0,1,1,0,4,238,private,34.57
Paris,0.5,2.9,23,private,2,1,1,0,low,0,0.37,28,0,0,0,0,0,3,100,private,46.73
Milan,2.1,4.3,196,dorm,12,1,1,1,shoulder,0,0.66,19,1,0,1,1,0,2,158,shared,25.47
Paris,5.6,3.4,25,private,2,1,1,1,shoulder,1,0.61,11,1,0,1,0,0,2,160,private,63.7
Helsinki,7.8,4.8,497,dorm,8,0,1,1,peak,0,1.0,24,1,1,1,1,0,4,228,private,27.26
Budapest,3.2,4.8,175,dorm,6,1,1,1,shoulder,1,0.8,21,0,1,0,1,0,5,149,private,23.12
Berlin,7.1,5.0,153,dorm,4,1,1,1,shoulder,0,0.62,28,0,0,1,1,1,3,248,private,20.03
Athens,2.1,3.9,39,dorm,12,0,1,1,peak,1,0.86,12,1,1,1,1,0,4,186,shared,26.75
Stockholm,7.3,3.0,49,private,1,0,1,1,shoulder,1,0.74,6,0,0,1,0,0,5,188,private,73.39
Athens,3.6,3.3,18,dorm,8,0,1,0,low,1,0.39,5,0,1,0,1,0,4,179,shared,18.95
Stockholm,2.1,2.7,86,private,1,0,1,0,low,1,0.62,13,1,0,0,0,0,3,120,private,105.53
Amsterdam,1.5,4.7,254,dorm,6,1,1,1,shoulder,0,0.77,1,1,1,1,1,0,2,242,shared,37.22
Athens,1.9,4.2,155,dorm,10,0,1,1,low,1,0.55,27,0,1,1,0,0,5,238,shared,19.49
Stockholm,3.5,4.9,486,private,1,1,1,1,peak,1,0.84,8,1,0,1,1,0,5,101,shared,166.02
Warsaw,5.5,4.2,138,dorm,10,1,1,0,shoulder,1,0.67,5,1,1,0,1,1,6,165,private,18.04
Amsterdam,3.4,3.2,97,dorm,4,0,1,0,peak,1,0.84,14,1,0,0,0,0,5,209,shared,46.73
Helsinki,2.7,3.0,30,private,2,0,1,1,peak,0,0.84,2,0,0,1,0,0,5,177,private,106.19
Warsaw,2.1,3.2,78,dorm,10,1,1,1,peak,0,0.84,17,1,0,0,0,1,1,141,private,23.61
Rome,5.6,4.4,265,private,1,1,1,0,low,0,0.42,5,0,1,1,1,0,5,156,shared,63.96
Oslo,1.3,3.6,149,dorm,8,0,1,1,peak,1,0.74,15,1,1,1,1,1,1,143,private,49.1
Barcelona,5.3,4.2,93,private,1,0,1,1,peak,1,0.94,27,0,0,1,1,0,1,108,shared,99.6
London,4.2,4.1,258,private,1,1,1,1,shoulder,1,0.66,5,1,1,1,1,0,6,151,private,104.36
Barcelona,2.4,4.2,253,dorm,10,0,1,1,low,0,0.31,17,1,0,0,1,0,4,200,private,15.32
Brussels,3.4,3.3,19,private,1,1,1,0,low,1,0.32,23,0,1,0,1,1,5,192,private,64.43
Dublin,0.2,3.6,42,private,2,0,1,0,low,1,0.67,10,1,1,1,1,0,2,148,private,86.95
Vienna,4.1,4.3,269,dorm,10,0,1,1,low,1,0.46,19,1,0,1,1,0,2,136,private,20.41
Copenhagen,6.4,4.5,239,private,1,0,1,1,shoulder,1,0.7,8,1,1,1,1,0,4,116,shared,114.23
Stockholm,1.2,4.2,148,dorm,6,1,1,0,peak,0,0.87,1,1,1,0,0,1,4,222,private,52.22
Vienna,3.1,4.0,224,dorm,8,0,1,0,peak,0,0.81,11,1,0,1,0,0,2,160,private,33.64
Amsterdam,7.2,3.3,40,private,2,0,1,0,shoulder,0,0.59,6,0,1,1,1,1,6,141,private,48.48
Budapest,1.3,2.9,98,dorm,12,0,1,1,peak,0,0.77,0,0,1,1,0,0,6,150,private,22.98
Brussels,5.1,4.3,168,dorm,8,1,1,1,shoulder,1,0.64,6,1,0,1,1,0,6,137,private,36.01
Lisbon,2.6,4.8,391,private,2,1,1,0,low,0,0.36,8,1,1,1,0,0,3,116,private,53.5
Paris,6.4,2.5,75,private,1,0,1,0,peak,1,0.92,5,1,1,0,1,1,5,126,shared,121.2
Stockholm,1.6,2.9,72,private,2,0,1,0,shoulder,1,0.54,0,1,0,1,0,0,5,153,private,90.05
Athens,0.6,3.9,59,dorm,8,1,1,0,low,0,0.63,25,1,0,1,1,1,3,143,private,18.83
Brussels,4.0,4.9,343,dorm,4,1,1,0,shoulder,1,0.78,17,0,0,1,1,0,2,188,shared,44.91
Oslo,0.1,3.7,143,dorm,4,0,1,0,peak,1,0.71,23,0,1,1,0,0,3,156,private,59.02
Brussels,6.6,2.7,25,private,1,1,1,0,low,0,0.46,22,1,0,0,1,0,1,113,shared,42.91
Budapest,1.8,3.4,11,private,1,1,1,0,shoulder,1,0.63,3,0,0,1,1,0,6,170,private,74.39
Stockholm,3.3,2.8,96,dorm,4,0,1,1,peak,1,0.97,14,1,0,0,1,1,4,182,shared,57.01
Berlin,0.4,3.4,64,private,2,1,1,1,shoulder,1,0.65,15,1,1,0,0,0,5,106,private,74.39
Brussels,7.4,2.8,96,dorm,10,1,1,0,shoulder,0,0.72,14,0,0,0,0,0,1,140,shared,18.34
Rome,7.0,4.5,162,private,1,1,1,1,low,0,0.6,1,1,1,1,1,0,3,193,shared,61.89
Madrid,6.2,3.4,41,private,1,1,1,1,low,0,0.3,3,1,0,1,1,0,3,100,private,51.96
Oslo,7.8,4.5,403,private,1,1,1,1,shoulder,1,0.69,19,0,0,0,1,0,4,180,private,75.59
Dublin,7.4,4.1,221,private,2,1,1,1,low,0,0.4,10,0,1,1,1,0,3,102,private,41.6
Stockholm,1.4,2.6,60,private,1,0,1,1,peak,0,0.8,23,0,1,0,0,1,3,116,private,103.63
Oslo,7.2,4.2,237,private,1,1,1,0,low,1,0.6,18,1,1,0,1,0,2,142,shared,89.9
Stockholm,1.1,4.6,353,private,2,0,1,0,low,1,0.44,0,1,0,1,1,0,6,189,shared,105.67
Athens,1.9,2.6,56,private,1,0,1,1,low,0,0.48,21,0,0,0,0,1,1,168,private,38.34
Madrid,7.3,2.7,77,private,2,0,1,0,peak,0,0.78,26,0,1,0,1,0,4,145,private,44.68
Amsterdam,2.6,4.7,301,dorm,10,1,1,0,peak,0,0.75,26,0,0,1,1,1,1,187,private,32.34
Prague,6.4,4.1,160,private,1,1,1,0,shoulder,1,0.62,29,0,1,0,1,0,2,144,shared,49.71
Vienna,6.8,3.9,85,dorm,4,1,1,0,low,1,0.32,3,0,0,1,1,1,4,248,private,20.46
Athens,5.2,3.4,65,private,1,0,1,1,peak,1,0.96,22,0,1,0,0,0,2,175,private,76.9
Copenhagen,0.3,4.9,248,private,2,1,1,1,peak,0,0.7,24,0,0,1,1,0,6,130,shared,90.47
Barcelona,0.4,4.7,407,dorm,12,1,1,1,shoulder,0,0.64,4,1,1,1,1,0,2,197,private,31.58
Milan,4.6,3.6,85,private,2,1,1,0,low,0,0.47,1,1,0,0,1,0,2,126,private,63.67
Madrid,6.9,2.8,17,private,1,1,1,0,peak,1,0.85,10,0,0,0,0,0,2,106,shared,88.74
Prague,4.2,4.9,225,dorm,8,1,1,0,peak,1,0.85,23,1,1,1,1,1,3,243,private,27.31
Lisbon,3.2,3.6,64,private,2,1,1,1,low,1,0.53,1,1,1,0,1,0,4,127,private,69.8
Copenhagen,3.7,3.7,63,dorm,8,1,1,0,low,0,0.48,11,0,0,1,1,0,3,165,shared,21.35
Lisbon,2.3,2.5,93,dorm,12,1,1,0,shoulder,0,0.6,9,1,0,0,0,0,1,147,shared,17.21
Budapest,0.4,3.5,47,dorm,12,1,1,0,low,0,0.63,21,0,0,1,0,1,4,196,shared,14.26
Dublin,2.7,3.3,21,private,1,1,1,1,shoulder,1,0.66,30,1,0,1,1,0,3,121,shared,70.23
